Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Matches
1737,Quentin Merlin,fr FRA,"DF,MF",Rennes,fr Ligue 1,23,2002,28.1,,,,,,,,,,,,,,,,,,,,,Matches
1738,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22,2003,5.6,,,,,,,,,,,,,,,,,,,,,Matches
1739,Junior Messias,br BRA,MF,Genoa,it Serie A,34,1991,7.6,,,,,,,,,,,,,,,,,,,,,Matches
1740,Alejandro Mestanza,es ESP,MF,Getafe,es La Liga,20,2004,0.8,,,,,,,,,,,,,,,,,,,,,Matches
1741,Connor Metcalfe,au AUS,"MF,FW",St Pauli,de Bundesliga,25,1999,6.6,,,,,,,,,,,,,,,,,,,,,Matches
1742,Dayann Methalie,fr FRA,MF,Toulouse,fr Ligue 1,19,2006,20.8,,,,,,,,,,,,,,,,,,,,,Matches
1743,Karol Mets,ee EST,DF,St Pauli,de Bundesliga,32,1993,21.5,,,,,,,,,,,,,,,,,,,,,Matches
1744,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33,1991,21.2,,,,,,,,,,,,,,,,,,,,,Matches
1745,Shumaira Mheuka,eng ENG,FW,Chelsea,eng Premier League,17,2007,0.0,,,,,,,,,,,,,,,,,,,,,Matches
1746,Lucas Michal,fr FRA,MF,Metz,fr Ligue 1,20,2005,2.4,,,,,,,,,,,,,,,,,,,,,Matches
1747,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,20,2005,0.7,,,,,,,,,,,,,,,,,,,,,Matches
1748,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,24,2000,23.4,,,,,,,,,,,,,,,,,,,,,Matches
1749,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24,2000,2.0,,,,,,,,,,,,,,,,,,,,,Matches
1750,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,16,2008,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1751,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21,2004,15.2,,,,,,,,,,,,,,,,,,,,,Matches
1752,Daniel Mikołajewski,pl POL,FW,Parma,it Serie A,19,2006,0.8,,,,,,,,,,,,,,,,,,,,,Matches
1753,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20,2005,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1754,Nikola Milenković,rs SRB,DF,Nottingham,eng Premier League,27,1997,37.5,,,,,,,,,,,,,,,,,,,,,Matches
1755,Lewis Miley,eng ENG,"MF,DF",Newcastle,eng Premier League,19,2006,16.6,,,,,,,,,,,,,,,,,,,,,Matches
1756,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,31,1994,0.4,,,,,,,,,,,,,,,,,,,,,Matches
1757,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28,1997,27.0,,,,,,,,,,,,,,,,,,,,,Matches
1758,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27,1998,12.7,,,,,,,,,,,,,,,,,,,,,Matches
1759,Luis Milla,es ESP,MF,Getafe,es La Liga,30,1994,36.3,,,,,,,,,,,,,,,,,,,,,Matches
1760,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32,1992,21.9,,,,,,,,,,,,,,,,,,,,,Matches
1761,Lennon Miller,sct SCO,MF,Udinese,it Serie A,18,2006,11.1,,,,,,,,,,,,,,,,,,,,,Matches
1762,James Milner,eng ENG,MF,Brighton,eng Premier League,39,1986,8.7,,,,,,,,,,,,,,,,,,,,,Matches
1763,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18,2007,4.1,,,,,,,,,,,,,,,,,,,,,Matches
1764,Jovan Milošević,rs SRB,FW,Werder Bremen,de Bundesliga,20,2005,5.4,,,,,,,,,,,,,,,,,,,,,Matches
1765,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28,1996,17.8,,,,,,,,,,,,,,,,,,,,,Matches
1766,Yerry Mina,co COL,DF,Cagliari,it Serie A,30,1994,23.9,,,,,,,,,,,,,,,,,,,,,Matches
1767,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,30,1995,10.5,,,,,,,,,,,,,,,,,,,,,Matches
1768,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32,1993,14.7,,,,,,,,,,,,,,,,,,,,,Matches
1769,Óscar Mingueza,es ESP,MF,Celta Vigo,es La Liga,26,1999,21.9,,,,,,,,,,,,,,,,,,,,,Matches
1770,Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21,2004,26.6,,,,,,,,,,,,,,,,,,,,,Matches
1771,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26,1999,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1772,Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28,1997,20.0,,,,,,,,,,,,,,,,,,,,,Matches
1773,Juan Miranda,es ESP,DF,Bologna,it Serie A,25,2000,28.6,,,,,,,,,,,,,,,,,,,,,Matches
1774,Fabio Miretti,it ITA,MF,Juventus,it Serie A,21,2003,6.9,,,,,,,,,,,,,,,,,,,,,Matches
1775,Tyrick Mitchell,eng ENG,MF,Crystal Palace,eng Premier League,25,1999,36.1,,,,,,,,,,,,,,,,,,,,,Matches
1776,Kaoru Mitoma,jp JPN,"MF,FW",Brighton,eng Premier League,28,1997,19.1,,,,,,,,,,,,,,,,,,,,,Matches
1777,Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,de Bundesliga,28,1997,24.3,,,,,,,,,,,,,,,,,,,,,Matches
1778,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36,1989,17.3,,,,,,,,,,,,,,,,,,,,,Matches
1779,Branimir Mlacic,hr CRO,DF,Udinese,it Serie A,18,2007,1.8,,,,,,,,,,,,,,,,,,,,,Matches
1780,Tadjidine Mmadi,fr FRA,FW,Marseille,fr Ligue 1,18,2007,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1781,Rui Modesto,ao ANG,MF,Udinese,it Serie A,25,1999,1.3,,,,,,,,,,,,,,,,,,,,,Matches
1782,Luka Modrić,hr CRO,MF,Milan,it Serie A,39,1985,31.2,,,,,,,,,,,,,,,,,,,,,Matches
1783,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,19,2006,4.7,,,,,,,,,,,,,,,,,,,,,Matches
1784,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26,1999,5.4,,,,,,,,,,,,,,,,,,,,,Matches
1785,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27,1997,12.8,,,,,,,,,,,,,,,,,,,,,Matches
1786,Wael Mohya,de GER,"MF,FW",Gladbach,de Bundesliga,16,2008,6.1,,,,,,,,,,,,,,,,,,,,,Matches
1787,Johan Mojica,co COL,DF,Mallorca,es La Liga,32,1992,30.3,,,,,,,,,,,,,,,,,,,,,Matches
1788,Horaţiu Moldovan,ro ROU,GK,Oviedo,es La Liga,27,1998,2.0,,,,,,,,,,,,,,,,,,,,,Matches
1789,Enzo Molebe,fr FRA,FW,Lyon,fr Ligue 1,17,2007,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1790,Alberto Moleiro,es ESP,MF,Villarreal,es La Liga,21,2003,27.5,,,,,,,,,,,,,,,,,,,,,Matches
1791,Nahuel Molina,ar ARG,"DF,MF",Atlético Madrid,es La Liga,27,1998,14.8,,,,,,,,,,,,,,,,,,,,,Matches
1792,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,27,1998,33.5,,,,,,,,,,,,,,,,,,,,,Matches
1793,Jano Monserrate,es ESP,MF,Atlético Madrid,es La Liga,19,2006,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1794,Jorge Montes,es ESP,DF,Getafe,es La Liga,21,2004,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1795,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29,1996,35.0,,,,,,,,,,,,,,,,,,,,,Matches
1796,Álvaro Morata,es ESP,FW,Como,it Serie A,32,1992,10.3,,,,,,,,,,,,,,,,,,,,,Matches
1797,Morato,br BRA,DF,Nottingham,eng Premier League,24,2001,14.9,,,,,,,,,,,,,,,,,,,,,Matches
1798,Diego Morcillo,es ESP,FW,Alavés,es La Liga,22,2003,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1799,Javi Morcillo,es ESP,MF,Atlético Madrid,es La Liga,19,2006,1.9,,,,,,,,,,,,,,,,,,,,,Matches
1800,Afonso Moreira,pt POR,"MF,FW",Lyon,fr Ligue 1,20,2005,19.1,,,,,,,,,,,,,,,,,,,,,Matches
1801,Diego Moreira,be BEL,MF,Strasbourg,fr Ligue 1,20,2004,22.6,,,,,,,,,,,,,,,,,,,,,Matches
1802,Alberto Moreno,es ESP,DF,Como,it Serie A,33,1992,13.7,,,,,,,,,,,,,,,,,,,,,Matches
1803,Álex Moreno,es ESP,DF,Girona,es La Liga,32,1993,28.4,,,,,,,,,,,,,,,,,,,,,Matches
1804,Fabio Moreno Fell,de GER,FW,Mainz 05,de Bundesliga,25,2000,0.9,,,,,,,,,,,,,,,,,,,,,Matches
1805,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33,1992,14.9,,,,,,,,,,,,,,,,,,,,,Matches
1806,Matias Moreno,ar ARG,DF,Levante,es La Liga,21,2003,25.0,,,,,,,,,,,,,,,,,,,,,Matches
1807,Tete Morente,es ESP,MF,Elche,es La Liga,28,1996,10.3,,,,,,,,,,,,,,,,,,,,,Matches
1808,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,28,1996,9.5,,,,,,,,,,,,,,,,,,,,,Matches
1809,Stefano Moreo,it ITA,"FW,MF",Pisa,it Serie A,32,1993,25.6,,,,,,,,,,,,,,,,,,,,,Matches
1810,Mateu Morey,es ESP,"DF,MF",Mallorca,es La Liga,25,2000,7.8,,,,,,,,,,,,,,,,,,,,,Matches
1811,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22,2003,27.7,,,,,,,,,,,,,,,,,,,,,Matches
1812,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26,1999,19.6,,,,,,,,,,,,,,,,,,,,,Matches
1813,Luca Moro,it ITA,FW,Sassuolo,it Serie A,24,2001,2.3,,,,,,,,,,,,,,,,,,,,,Matches
1814,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27,1998,20.0,,,,,,,,,,,,,,,,,,,,,Matches
1815,Raúl Moro,es ESP,MF,Osasuna,es La Liga,22,2002,6.9,,,,,,,,,,,,,,,,,,,,,Matches
1816,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,22,2002,28.0,,,,,,,,,,,,,,,,,,,,,Matches
1817,Mattia Mosconi,it ITA,FW,Inter,it Serie A,18,2007,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1818,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,18,2006,1.2,,,,,,,,,,,,,,,,,,,,,Matches
1819,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21,2004,11.0,,,,,,,,,,,,,,,,,,,,,Matches
1820,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,25,1999,6.6,,,,,,,,,,,,,,,,,,,,,Matches
1821,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24,2001,23.7,,,,,,,,,,,,,,,,,,,,,Matches
1822,Edoardo Motta,it ITA,GK,Lazio,it Serie A,20,2005,9.0,,,,,,,,,,,,,,,,,,,,,Matches
1823,Pierre Mounguengue,fr FRA,FW,PSG,fr Ligue 1,17,2008,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1824,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,26,1999,11.3,,,,,,,,,,,,,,,,,,,,,Matches
1825,Samir El Mourabet,ma MAR,MF,Strasbourg,fr Ligue 1,19,2005,23.6,,,,,,,,,,,,,,,,,,,,,Matches
1826,Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,23,2002,26.4,,,,,,,,,,,,,,,,,,,,,Matches
1827,Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23,2002,21.0,,,,,,,,,,,,,,,,,,,,,Matches
1828,Lionel Mpasi,cd COD,GK,Le Havre,fr Ligue 1,30,1994,3.5,,,,,,,,,,,,,,,,,,,,,Matches
1829,Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,22,2003,31.5,,,,,,,,,,,,,,,,,,,,,Matches
1830,Miro Muheim,ch SUI,"MF,DF",Hamburger SV,de Bundesliga,27,1998,27.1,,,,,,,,,,,,,,,,,,,,,Matches
1831,Divine Mukasa,eng ENG,MF,Manchester City,eng Premier League,17,2007,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1832,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,20,2004,17.0,,,,,,,,,,,,,,,,,,,,,Matches
1833,Nordan Mukiele,fr FRA,MF,Rennes,fr Ligue 1,19,2006,1.1,,,,,,,,,,,,,,,,,,,,,Matches
1834,Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,27,1997,30.9,,,,,,,,,,,,,,,,,,,,,Matches
1835,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,27,1998,0.9,,,,,,,,,,,,,,,,,,,,,Matches
1836,Romaine Mundle,eng ENG,MF,Sunderland,eng Premier League,22,2003,4.6,,,,,,,,,,,,,,,,,,,,,Matches
1837,Marshall Munetsi,zw ZIM,MF,Paris FC,fr Ligue 1,29,1996,10.8,,,,,,,,,,,,,,,,,,,,,Matches
1838,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,29,1996,9.7,,,,,,,,,,,,,,,,,,,,,Matches
1839,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24,2001,11.1,,,,,,,,,,,,,,,,,,,,,Matches
1840,Believe Munongo,fr FRA,MF,Metz,fr Ligue 1,15,2009,4.8,,,,,,,,,,,,,,,,,,,,,Matches
1841,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,27,1997,9.4,,,,,,,,,,,,,,,,,,,,,Matches
1842,Daniel Muñoz,co COL,MF,Crystal Palace,eng Premier League,29,1996,26.7,,,,,,,,,,,,,,,,,,,,,Matches
1843,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22,2002,10.6,,,,,,,,,,,,,,,,,,,,,Matches
1844,Javier Muñoz,es ESP,"MF,FW",Getafe,es La Liga,30,1995,6.1,,,,,,,,,,,,,,,,,,,,,Matches
1845,Víctor Muñoz,es ESP,"MF,FW",Osasuna,es La Liga,22,2003,29.5,,,,,,,,,,,,,,,,,,,,,Matches
1846,Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,26,1998,32.0,,,,,,,,,,,,,,,,,,,,,Matches
1847,Murillo,br BRA,DF,Nottingham,eng Premier League,23,2002,23.7,,,,,,,,,,,,,,,,,,,,,Matches
1848,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31,1994,34.8,,,,,,,,,,,,,,,,,,,,,Matches
1849,Alex Murphy,ie IRL,DF,Newcastle,eng Premier League,21,2004,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1850,Jacob Murphy,eng ENG,"FW,MF",Newcastle,eng Premier League,30,1995,18.0,,,,,,,,,,,,,,,,,,,,,Matches
1851,Salim Musah,de GER,FW,Werder Bremen,de Bundesliga,19,2006,2.2,,,,,,,,,,,,,,,,,,,,,Matches
1852,Yunus Musah,us USA,MF,Atalanta,it Serie A,22,2002,6.4,,,,,,,,,,,,,,,,,,,,,Matches
1853,Yunus Musah,us USA,MF,Milan,it Serie A,22,2002,1.0,,,,,,,,,,,,,,,,,,,,,Matches
1854,Jamal Musiala,de GER,"MF,FW",Bayern Munich,de Bundesliga,22,2003,7.6,,,,,,,,,,,,,,,,,,,,,Matches
1855,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,31,1994,8.0,,,,,,,,,,,,,,,,,,,,,Matches
1856,Cheveyo Muy,nl NED,FW,Milan,it Serie A,18,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1857,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31,1994,31.0,,,,,,,,,,,,,,,,,,,,,Matches
1858,Joel Mvuka,no NOR,"MF,DF",Lorient,fr Ligue 1,22,2002,6.2,,,,,,,,,,,,,,,,,,,,,Matches
1859,Junior Mwanga,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22,2003,4.2,,,,,,,,,,,,,,,,,,,,,Matches
1860,Junior Mwanga,fr FRA,MF,Nantes,fr Ligue 1,22,2003,14.0,,,,,,,,,,,,,,,,,,,,,Matches
1861,Phillipp Mwene,at AUT,MF,Mainz 05,de Bundesliga,31,1994,23.0,,,,,,,,,,,,,,,,,,,,,Matches
1862,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26,1999,32.9,,,,,,,,,,,,,,,,,,,,,Matches
1863,Joakim Mæhle,dk DEN,"MF,DF",Wolfsburg,de Bundesliga,28,1997,13.6,,,,,,,,,,,,,,,,,,,,,Matches
1864,David Møller Wolfe,no NOR,"MF,DF",Wolves,eng Premier League,23,2002,11.7,,,,,,,,,,,,,,,,,,,,,Matches
1865,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,25,1999,29.8,,,,,,,,,,,,,,,,,,,,,Matches
1866,Konan N'dri,ne NIG,MF,Lecce,it Serie A,24,2000,6.0,,,,,,,,,,,,,,,,,,,,,Matches
1867,Stanley N'Soki,fr FRA,"DF,MF",Union Berlin,de Bundesliga,26,1999,9.1,,,,,,,,,,,,,,,,,,,,,Matches
1868,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,21,2003,6.6,,,,,,,,,,,,,,,,,,,,,Matches
1869,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,20,2005,8.9,,,,,,,,,,,,,,,,,,,,,Matches
1870,Younes Namli,dk DEN,"FW,MF",Le Havre,fr Ligue 1,31,1994,3.6,,,,,,,,,,,,,,,,,,,,,Matches
1871,Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,23,2002,11.7,,,,,,,,,,,,,,,,,,,,,Matches
1872,Shafiq Nandja,de GER,DF,Hamburger SV,de Bundesliga,18,2007,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1873,Nikolas Nartey,dk DEN,MF,Stuttgart,de Bundesliga,25,2000,14.0,,,,,,,,,,,,,,,,,,,,,Matches
1874,Noah Nartey,dk DEN,"MF,FW",Lyon,fr Ligue 1,19,2005,6.1,,,,,,,,,,,,,,,,,,,,,Matches
1875,Natan,br BRA,DF,Real Betis,es La Liga,24,2001,31.2,,,,,,,,,,,,,,,,,,,,,Matches
1876,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20,2005,21.3,,,,,,,,,,,,,,,,,,,,,Matches
1877,Roberto Navarro,es ESP,MF,Athletic Club,es La Liga,23,2002,14.5,,,,,,,,,,,,,,,,,,,,,Matches
1878,Corrie Ndaba,ie IRL,DF,Lecce,it Serie A,25,1999,6.0,,,,,,,,,,,,,,,,,,,,,Matches
1879,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25,2000,33.9,,,,,,,,,,,,,,,,,,,,,Matches
1880,Youssouf Ndayishimiye,bi BDI,MF,Nice,fr Ligue 1,26,1998,0.8,,,,,,,,,,,,,,,,,,,,,Matches
1881,Abdoulaye Ndiaye,sn SEN,DF,Parma,it Serie A,23,2002,8.7,,,,,,,,,,,,,,,,,,,,,Matches
1882,Iliman Ndiaye,sn SEN,MF,Everton,eng Premier League,25,2000,30.9,,,,,,,,,,,,,,,,,,,,,Matches
1883,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23,2001,28.5,,,,,,,,,,,,,,,,,,,,,Matches
1884,Quentin Ndjantou,fr FRA,MF,PSG,fr Ligue 1,18,2007,4.0,,,,,,,,,,,,,,,,,,,,,Matches
1885,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,28,1996,3.1,,,,,,,,,,,,,,,,,,,,,Matches
1886,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21,2004,20.8,,,,,,,,,,,,,,,,,,,,,Matches
1887,Dan Ndoye,ch SUI,MF,Nottingham,eng Premier League,24,2000,13.0,,,,,,,,,,,,,,,,,,,,,Matches
1888,Joseph Nduquidi,fr FRA,MF,Metz,fr Ligue 1,20,2004,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1889,Sean Neave,eng ENG,FW,Newcastle,eng Premier League,18,2007,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1890,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,22,2002,23.0,,,,,,,,,,,,,,,,,,,,,Matches
1891,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,19,2005,2.8,,,,,,,,,,,,,,,,,,,,,Matches
1892,Loïc Nego,hu HUN,"DF,MF",Le Havre,fr Ligue 1,34,1991,26.0,,,,,,,,,,,,,,,,,,,,,Matches
1893,Dan Neil,eng ENG,MF,Sunderland,eng Premier League,23,2001,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1894,Reiss Nelson,eng ENG,"FW,MF",Brentford,eng Premier League,25,1999,1.4,,,,,,,,,,,,,,,,,,,,,Matches
1895,Victor Nelsson,dk DEN,DF,Hellas Verona,it Serie A,26,1998,36.8,,,,,,,,,,,,,,,,,,,,,Matches
1896,David Neres,br BRA,"FW,MF",Napoli,it Serie A,28,1997,10.2,,,,,,,,,,,,,,,,,,,,,Matches
1897,Martim Neto,pt POR,MF,Elche,es La Liga,22,2003,15.0,,,,,,,,,,,,,,,,,,,,,Matches
1898,Pedro Neto,pt POR,"MF,FW",Chelsea,eng Premier League,25,2000,29.2,,,,,,,,,,,,,,,,,,,,,Matches
1899,Luca Netz,de GER,"MF,DF",Gladbach,de Bundesliga,22,2003,10.4,,,,,,,,,,,,,,,,,,,,,Matches
1900,Luca Netz,de GER,"DF,MF",Nottingham,eng Premier League,22,2003,4.0,,,,,,,,,,,,,,,,,,,,,Matches
1901,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39,1986,20.7,,,,,,,,,,,,,,,,,,,,,Matches
1902,Florian Neuhaus,de GER,"MF,FW",Gladbach,de Bundesliga,28,1997,10.3,,,,,,,,,,,,,,,,,,,,,Matches
1903,Cenny Neumann,de GER,DF,Köln,de Bundesliga,18,2007,0.8,,,,,,,,,,,,,,,,,,,,,Matches
1904,João Neves,pt POR,MF,PSG,fr Ligue 1,20,2004,14.3,,,,,,,,,,,,,,,,,,,,,Matches
1905,Yvan Neyou,cm CMR,MF,Getafe,es La Liga,28,1997,0.7,,,,,,,,,,,,,,,,,,,,,Matches
1906,Jessic Ngankam,de GER,FW,Frankfurt,de Bundesliga,25,2000,0.7,,,,,,,,,,,,,,,,,,,,,Matches
1907,Oumar Ngom,mr MTN,MF,Lecce,it Serie A,21,2004,9.4,,,,,,,,,,,,,,,,,,,,,Matches
1908,Cyril Ngonge,be BEL,FW,Torino,it Serie A,25,2000,11.0,,,,,,,,,,,,,,,,,,,,,Matches
1909,Cyril Ngonge,be BEL,MF,Espanyol,es La Liga,25,2000,4.7,,,,,,,,,,,,,,,,,,,,,Matches
1910,Mikayil Ngor Faye,sn SEN,"MF,DF",Cremonese,it Serie A,21,2004,2.8,,,,,,,,,,,,,,,,,,,,,Matches
1911,Mikayil Ngor Faye,sn SEN,MF,Rennes,fr Ligue 1,21,2004,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1912,Nathan Ngoy,be BEL,DF,Lille,fr Ligue 1,22,2003,26.7,,,,,,,,,,,,,,,,,,,,,Matches
1913,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,18,2006,1.5,,,,,,,,,,,,,,,,,,,,,Matches
1914,Rio Ngumoha,eng ENG,MF,Liverpool,eng Premier League,16,2008,6.2,,,,,,,,,,,,,,,,,,,,,Matches
1915,Moussa Niakhaté,sn SEN,DF,Lyon,fr Ligue 1,29,1996,30.7,,,,,,,,,,,,,,,,,,,,,Matches
1916,Youssoupha Niang,de GER,MF,Köln,de Bundesliga,19,2006,2.2,,,,,,,,,,,,,,,,,,,,,Matches
1917,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,23,2002,7.3,,,,,,,,,,,,,,,,,,,,,Matches
1918,Cheikh Niasse,sn SEN,MF,Hellas Verona,it Serie A,25,2000,10.8,,,,,,,,,,,,,,,,,,,,,Matches
1919,Samuel Nibombé,be BEL,DF,Monaco,fr Ligue 1,17,2007,0.0,,,,,,,,,,,,,,,,,,,,,Matches
1920,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28,1997,28.5,,,,,,,,,,,,,,,,,,,,,Matches
1921,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,27,1997,34.0,,,,,,,,,,,,,,,,,,,,,Matches
1922,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,it Serie A,25,2000,6.5,,,,,,,,,,,,,,,,,,,,,Matches
1923,Hans Nicolussi Caviglia,it ITA,MF,Parma,it Serie A,25,2000,9.7,,,,,,,,,,,,,,,,,,,,,Matches
1924,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24,2001,15.4,,,,,,,,,,,,,,,,,,,,,Matches
1925,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,22,2003,17.1,,,,,,,,,,,,,,,,,,,,,Matches
1926,Alieu Njie,se SWE,"MF,FW",Torino,it Serie A,20,2005,3.3,,,,,,,,,,,,,,,,,,,,,Matches
1927,Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,24,2000,21.6,,,,,,,,,,,,,,,,,,,,,Matches
1928,Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,22,2003,12.0,,,,,,,,,,,,,,,,,,,,,Matches
1929,Eddie Nketiah,eng ENG,MF,Crystal Palace,eng Premier League,26,1999,4.7,,,,,,,,,,,,,,,,,,,,,Matches
1930,Niels Nkounkou,fr FRA,"MF,DF",Torino,it Serie A,24,2000,3.9,,,,,,,,,,,,,,,,,,,,,Matches
1931,Christopher Nkunku,fr FRA,FW,Milan,it Serie A,27,1997,15.1,,,,,,,,,,,,,,,,,,,,,Matches
1932,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,24,2000,24.2,,,,,,,,,,,,,,,,,,,,,Matches
1933,Lukas Nmecha,de GER,FW,Leeds United,eng Premier League,26,1998,12.0,,,,,,,,,,,,,,,,,,,,,Matches
1934,Tochukwu Nnadi,ng NGA,"MF,DF",Marseille,fr Ligue 1,22,2003,3.9,,,,,,,,,,,,,,,,,,,,,Matches
1935,Martin Nogoto Bley,bf BFA,MF,Lorient,fr Ligue 1,19,2006,0.0,,,,,,,,,,,,,,,,,,,,,Matches
1936,Arnaud Nordin,fr FRA,"MF,FW",Mainz 05,de Bundesliga,27,1998,5.2,,,,,,,,,,,,,,,,,,,,,Matches
1937,Arnaud Nordin,fr FRA,"FW,MF",Rennes,fr Ligue 1,27,1998,6.3,,,,,,,,,,,,,,,,,,,,,Matches
1938,Brooke Norton-Cuffy,eng ENG,"MF,DF",Genoa,it Serie A,21,2004,24.6,,,,,,,,,,,,,,,,,,,,,Matches
1939,Tijjani Noslin,nl NED,FW,Lazio,it Serie A,26,1999,12.8,,,,,,,,,,,,,,,,,,,,,Matches
